,Unnamed: 0,job_titles,companys,location,employment_type,gov_support,salary,links,industrys
53,53,Support Engineer,DATHENA SCIENCE PTE. LTD.,Central,Fresh/entry level,Government support available,"$4,000to$6,000",https://www.mycareersfuture.sg/job/support-engineer-dathena-science-23734d8aa70a1edcd5e84c1b92cc4ee0,Information Technology
54,54,Big Data and Infrastructure Manager,DATHENA SCIENCE PTE. LTD.,Central,Non-executive,Government support available,"$3,000to$7,000",https://www.mycareersfuture.sg/job/big-data-infrastructure-manager-dathena-science-ec0f3c67046c1287b2092c66b76c60d1,Information Technology ...
55,55,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Executive,Government support available,"$4,500to$6,000",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-a0be48786e2d6a4845195fb4720c5534,Sciences / Laboratory / R&D
59,59,Director of Data Architecture,LEAP (G) PTE. LTD.,Islandwide,Professional,Government support available,"$12,000to$18,000",https://www.mycareersfuture.sg/job/director-data-architecture-leap-4dcc6fa533e2b8ad0c010ac9ec2ed848,Information Technology
60,60,Engineering Manager - Transport,REDMART LIMITED,West,Manager,Government support available,"$8,000to$12,000",https://www.mycareersfuture.sg/job/engineering-manager-transport-redmart-ccd205173a8f9b0d0fccf4682d66423d,Engineering ...
62,62,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,,"$4,400to$5,200",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-e35c4108dcd765727c63d1709d4b59fe,Engineering
65,65,Implementation Engineer,TOOKITAKI HOLDING PTE. LTD.,East,Professional ...,Government support available,"$7,000to$9,000",https://www.mycareersfuture.sg/job/implementation-engineer-tookitaki-holding-16af812ba6787a9ec9a080fd80690350,Information Technology
66,66,Product Manager,TOOKITAKI HOLDING PTE. LTD.,East,Middle Management,Government support available,"$10,000to$12,000",https://www.mycareersfuture.sg/job/product-manager-tookitaki-holding-5b81c5b87d7da3e6b5645b32488f435a,Information Technology
67,67,DevOps Engineer,DATHENA SCIENCE PTE. LTD.,Central,Fresh/entry level ...,Government support available,"$3,000to$6,000",https://www.mycareersfuture.sg/job/devops-engineer-dathena-science-2a1b08461a91ece6c777b583c025969f,Engineering
68,68,"Senior / Principal Researcher, Underground Geospatial",Singapore Land Authority,,Executive,,"$3,500to$6,800",https://www.mycareersfuture.sg/job/senior-principal-researcher-underground-geospatial-singapore-land-authority-fa9b0f632c8dd532ad855f97892cca56,Information Technology ...
71,71,Senior Supply & Logistics Analyst,DYSON OPERATIONS PTE. LTD.,South,Senior Executive,Government support available,"$5,000to$6,500",https://www.mycareersfuture.sg/job/senior-supply-logistics-analyst-dyson-operations-2838cb7a68b70d92acb5e1fdb551d86c,Logistics / Supply Chain
72,72,"Research Fellow / Postdoctoral Fellow, Research Associate and Research Assistant",NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,,"$3,000to$5,000",https://www.mycareersfuture.sg/job/research-fellow-postdoctoral-fellow-research-associate-research-assistant-national-university-singapore-8547ce77e5070ab75ce4ab45584121b3,Sciences / Laboratory / R&D
75,75,Software Engineer – Future Mobility Sensing for Freight (Ref: IRG_FM_2018_026),SINGAPORE-MIT ALLIANCE FOR RESEARCH AND TECHNOLOGY CENTRE,South,Professional,,"$3,300to$6,600",https://www.mycareersfuture.sg/job/software-engineer-%E2%80%93-future-mobility-sensing-freight-singapore-mit-alliance-research-technology-centre-7052ad63358d53a3600d97355c560d16,Information Technology
77,77,IT Computer Vision,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/computer-vision-583a80f07bd7db487766b3b9b6ce6a5c,Information Technology
78,78,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Non-executive,Government support available,"$4,000to$4,500",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-fd635abeb208e1a780f5a96950c67e8c,Sciences / Laboratory / R&D
80,80,"Engineering, Client Experience, Client Onboarding Tech, Regional Lead, Executive Director (48515)",GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Executive,,"$7,500to$15,000",https://www.mycareersfuture.sg/job/engineering-client-experience-client-onboarding-tech-regional-lead-executive-director-goldman-sachs-services-4ba6ab2ca6a4ff2110c986f8cf76415f,Banking and Finance
82,82,Lecturer - Info-Comm Technology (IT Systems & Networks),Institute of Technical Education,,Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/lecturer-info-comm-technology-institute-technical-education-ad90ec1010174a822e1ea932925b1b7e,Information Technology ...
85,85,R&D Software Engineer,ST ELECTRONICS (INFO-COMM SYSTEMS) PTE. LTD.,West,Professional,Government support available,"$4,500to$6,500",https://www.mycareersfuture.sg/job/rd-software-engineer-st-electronics-9f36a121b6b836a26405865c93f9ed23,Information Technology
87,87,AI Optimization Engineer,BLACK SESAME TECHNOLOGIES (SINGAPORE) PTE. LTD.,South,Professional,Government support available,"$5,000to$8,000",https://www.mycareersfuture.sg/job/ai-optimization-engineer-black-sesame-technologies-87342fc882779832f136479d2ccae2fe,Engineering
89,89,Technical Writer,BETTERTRADEOFF PTE. LTD.,North,Fresh/entry level ...,,"$2,500to$3,000",https://www.mycareersfuture.sg/job/technical-writer-bettertradeoff-ec91f5203e8cc9c2d5bc6f0fad41680e,Advertising / Media 
90,90,DevOps Engineer,TOOKITAKI HOLDING PTE. LTD.,East,Professional,Government support available,"$7,500to$12,000",https://www.mycareersfuture.sg/job/devops-engineer-tookitaki-holding-f0c24eea9c60a34bd7aa214995d1ffb3,Engineering
91,91,Quantitative Commodities Trader,PAVILION ENERGY MANAGEMENT PTE. LTD.,Central,Manager,,"$7,000to$14,000",https://www.mycareersfuture.sg/job/quantitative-commodities-trader-pavilion-energy-management-def72ab2c3cbc9750391f38b3a6cbff2,Others
92,92,Senior Software Engineer,AGODA COMPANY PTE. LTD.,Islandwide,Professional,,"$8,000to$12,000",https://www.mycareersfuture.sg/job/senior-software-engineer-agoda-company-58170634ec1f5730d6f58f4236919fe1,Information Technology
93,93,Software Developer,MANGOSTEEN BCC PTE. LTD.,Central,Non-executive,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/software-developer-mangosteen-bcc-9cb653102a79db1cd96317b0421506cd,Information Technology
95,95,Robotics and Automation Trainee (Attach and Train),PBA SYSTEMS PTE LTD,North,Professional,,"$3,000to$3,040",https://www.mycareersfuture.sg/job/robotics-automation-trainee-pba-systems-b622c3a88459da3d3ed81c699525fcc7,Engineering
96,96,Project Manager,MANGOSTEEN BCC PTE. LTD.,Central,Executive,Government support available,"$8,500to$10,000",https://www.mycareersfuture.sg/job/project-manager-mangosteen-bcc-ffe184d401a87d4994b2b6eccab06423,Banking and Finance ...
97,97,IT Research Scientist (Speech Recognition),Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/research-scientist-5f3a7aa4af01e8e7a13c508f667d6a4a,Information Technology
98,98,"Engineering, Post Execution Securities, Prime Clearing Technology, Analyst Developer (48106)",GOLDMAN SACHS FUTURES PTE LTD,Central,Executive,Government support available,"$7,500to$15,000",https://www.mycareersfuture.sg/job/engineering-post-execution-securities-prime-clearing-technology-analyst-developer-goldman-sachs-futures-9a2aa955a85e6e6d0ffcdf1adad0c234,Banking and Finance
102,102,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,Government support available,"$4,500to$5,000",https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-9adfba029af73b762e402daaf0ace58a,Engineering ...
104,104,"Principal Security Engineer (3-year contract), Office of Integrated Information Technology Services",SINGAPORE MANAGEMENT UNIVERSITY,East,Manager,,"$4,700to$7,400",https://www.mycareersfuture.sg/job/principal-security-engineer-office-integrated-information-technology-services-singapore-management-university-d3c176b88d9d5f658dcb9a1e95341342,Information Technology ...
110,110,SG IT Developer #123910,CREDIT SUISSE AG,Central,Executive,Government support available,"$6,000to$10,000",https://www.mycareersfuture.sg/job/sg-developer-123910-credit-suisse-ag-0be536f1355385222e183ab431755001,Banking and Finance
111,111,IT Executive (Data Analyst),SKY PREMIUM INTERNATIONAL PTE. LTD.,Central,Executive,,"$2,500to$4,000",https://www.mycareersfuture.sg/job/executive-sky-premium-international-cc0d50d8a4b022d32d053bc37e929e20,Information Technology
112,112,Senior Tech Specialist  /  Program Manager,FUTUREX TECHNOLOGIES PTE. LTD.,West,Executive,Government support available,"$6,000to$6,500",https://www.mycareersfuture.sg/job/senior-tech-specialist-program-manager-futurex-technologies-6738e189b3a892c40c00ccda0647e0f4,Information Technology
113,113,Research Engineer,DYSON OPERATIONS PTE. LTD.,Islandwide,Professional,Government support available,"$4,600to$6,600",https://www.mycareersfuture.sg/job/research-engineer-dyson-operations-7b522b2cf3d22be62436b2fb31ddc4c3,Engineering
114,114,"Engineer, Business Intelligence","TURNER BROADCASTING SALES SOUTHEAST ASIA, INC",Islandwide,Executive,Government support available,"$68,040to$83,160",https://www.mycareersfuture.sg/job/engineer-business-intelligence-turner-broadcasting-sales-southeast-asia-adddd860d2a1515040cea9f567414eaa,Information Technology
116,116,Senior software engineer,ISENTIA BRANDTOLOGY PTE. LTD.,Central,Professional,Government support available,"$5,000to$7,500",https://www.mycareersfuture.sg/job/senior-software-engineer-isentia-brandtology-70514ddcfc716b097a258afda3d2d3a9,Information Technology
118,118,Software Engineer,ISENTIA BRANDTOLOGY PTE. LTD.,Central,Executive,,"$3,000to$4,000",https://www.mycareersfuture.sg/job/software-engineer-isentia-brandtology-16990ae636d2a13d1d712e5fec513494,Information Technology
120,120,Head Algorithm Development,ELSY PTE. LTD.,South,Senior Management,Government support available,"$15,000to$20,000",https://www.mycareersfuture.sg/job/head-algorithm-development-elsy-089c0b80780b95fa3a1ec01368d43bb7,Advertising / Media  ...
124,124,Data Scientists,THATZ INTERNATIONAL PTE LTD,Central,Executive,Government support available,"$3,000to$5,700",https://www.mycareersfuture.sg/job/data-scientists-thatz-international-29ae365c0f8215e583f5501200965862,Information Technology
126,126,Data Science Lead Consultant,U3 INFOTECH PTE. LTD.,Central,Professional,Government support available,"$6,000to$8,500",https://www.mycareersfuture.sg/job/data-science-lead-consultant-u3-infotech-f4e5b50e258dd4338eb544f303554bf6,Engineering ...
127,127,"Manager / Senior Manager, Supply Chain & Trade",ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.,South,Middle Management ...,,"$60,000to$110,000",https://www.mycareersfuture.sg/job/manager-senior-manager-supply-chain-trade-oneconnect-financial-technology-0983fe4720d246ae5d6d8c6c1c2d942b,Logistics / Supply Chain ...
128,128,Senior Research Engineer,DYSON OPERATIONS PTE. LTD.,Islandwide,Professional,Government support available,"$6,500to$8,500",https://www.mycareersfuture.sg/job/senior-research-engineer-dyson-operations-56598d79861ee5d4bbc8d98f4e9ed54e,Engineering
129,129,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,Government support available,"$4,000to$6,000",https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-389257cd366cb46cf0045ae21f85f799,Education and Training ...
130,130,Advanced Software Engineer,HOMAGE CO PTE. LTD.,East,Professional,Government support available,"$10,000to$13,000",https://www.mycareersfuture.sg/job/advanced-software-engineer-homage-8a2de15630ab13c69057673695fcd986,Engineering ...
131,131,"Senior Manager / Director, Emerging Technology",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Senior Management,Government support available,"$8,000to$16,000",https://www.mycareersfuture.sg/job/senior-manager-director-emerging-technology-ernst-young-advisory-1a1c4c8f00dc84476562c487d96a0698,Consulting  ...
132,132,VP Operations,JANIO TECHNOLOGIES PRIVATE LIMITED,East,Middle Management,Government support available,"$8,000to$12,000",https://www.mycareersfuture.sg/job/vp-operations-janio-technologies-99b161fb21c5ae9625a2e11ed71833a3,Logistics / Supply Chain
133,133,Graphic Designer,JANIO TECHNOLOGIES PRIVATE LIMITED,East,Junior Executive,,"$2,000to$3,000",https://www.mycareersfuture.sg/job/graphic-designer-janio-technologies-dbd1402545afcbe2dc3137ae272af53f,Logistics / Supply Chain
134,134,creative lead,JANIO TECHNOLOGIES PRIVATE LIMITED,East,Middle Management,Government support available,"$3,000to$5,000",https://www.mycareersfuture.sg/job/creative-lead-janio-technologies-f8326c0ccb52e32d94e47a72acf66a42,Logistics / Supply Chain
135,135,"Manager, Technology Office (Database)",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,South,Manager,Government support available,"$4,700to$7,400",https://www.mycareersfuture.sg/job/manager-technology-office-national-university-health-system-7e81697ca9cbf5b3c28913d43ebee6c8,Information Technology
136,136,Business Program Manager,MICROSOFT OPERATIONS PTE LTD,Central,Non-executive,,"$12,600to$18,900",https://www.mycareersfuture.sg/job/business-program-manager-microsoft-operations-aa4d8e23c83527f1b4230fa9448f9ffc,Information Technology
137,137,"Senior Associate  /  Associate, Operations Intelligence Data Specialist, CBG Ops, T&O (180004EF)",DBS BANK LTD.,East,Junior Executive,,"$4,000to$8,000",https://www.mycareersfuture.sg/job/senior-associate-associate-operations-intelligence-data-specialist-cbg-ops-to-dbs-bank-281294e17d288eab6796aa959766159b,Banking and Finance
138,138,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,,"$3,000to$4,350",https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-f5b8fa19cc76b90f4f5e235e4a9329fb,Engineering ...
142,142,Technical Consultant,ITCONNECTUS PTE. LTD.,East,Executive ...,Government support available,"$4,000to$7,000",https://www.mycareersfuture.sg/job/technical-consultant-itconnectus-9009a25125763fe497e1e755cac0873e,Information Technology
143,143,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,Government support available,"$4,300to$7,000",https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-d288c05fd34949c206ed57e37dd67fc1,Engineering ...
144,144,Solution Specialist,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),South,Professional,Government support available,"$7,500to$15,000",https://www.mycareersfuture.sg/job/solution-specialist-oracle-capac-services-unlimited-company-275fec83726ab43fbae82ac28c3ff631,Information Technology
145,145,Solution Specialist,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),South,Professional,Government support available,"$5,000to$10,000",https://www.mycareersfuture.sg/job/solution-specialist-oracle-capac-services-unlimited-company-9293b0c0ced549a29301a134bdc65c90,Information Technology
146,146,IBN - Post-doctoral Fellow (Yi Yan's Group),A*STAR RESEARCH ENTITIES,South,Non-executive,Government support available,"$4,500to$9,000",https://www.mycareersfuture.sg/job/ibn-post-doctoral-fellow-astar-research-entities-055717462fa8a755793c02058f6c826e,Sciences / Laboratory / R&D
147,147,Supply Chain Data / BI Architect,DELL GLOBAL B.V. (SINGAPORE BRANCH),Islandwide,Middle Management,Government support available,"$12,000to$16,000",https://www.mycareersfuture.sg/job/supply-chain-data-bi-architect-dell-global-bv-8b5da75de25895c30327ec3089392bf7,Information Technology
148,148,Project officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$3,200to$3,200",https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-0f58d2d55a7e672af3b2f2c166b7f725,Sciences / Laboratory / R&D
